date,year,month,month_name,quarter,entity,product,direction,programme,APP,ACH,ACC,APD,RE,FI,CO,APPROVAL_BROKEN,REALIZATION_BROKEN,REMOTE_RE
2022-11-01,2022,11,Nov,4,AIESEC in Hyderabad,GTa,outgoing,oGTa,43,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Hyderabad,GTe,outgoing,oGTe,2,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Hyderabad,GV,outgoing,oGV,11,3,3,1,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Indore,GTa,incoming,iGTa,1,1,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Indore,GTa,outgoing,oGTa,1,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Jaipur,GTa,incoming,iGTa,1,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Jaipur,GV,incoming,iGV,120,33,25,14,0,1,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Jaipur,GTa,outgoing,oGTa,4,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Jaipur,GV,outgoing,oGV,2,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Jalandhar,GTa,outgoing,oGTa,16,1,1,1,0,1,1,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Jalandhar,GV,outgoing,oGV,1,1,1,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Kolkata,GTa,outgoing,oGTa,13,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Kolkata,GV,outgoing,oGV,2,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Ludhiana,GTa,outgoing,oGTa,1,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Ludhiana,GV,outgoing,oGV,9,3,2,1,0,0,0,1,0,0
2022-11-01,2022,11,Nov,4,AIESEC in M.A.H.E.,GTa,incoming,iGTa,1,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in M.A.H.E.,GV,incoming,iGV,4,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in M.A.H.E.,GTa,outgoing,oGTa,7,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in M.A.H.E.,GV,outgoing,oGV,3,1,1,1,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Mumbai,GTa,incoming,iGTa,5,1,0,0,1,0,0,1,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Mumbai,GTe,incoming,iGTe,7,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Mumbai,GV,incoming,iGV,36,15,13,2,2,2,2,10,1,0
2022-11-01,2022,11,Nov,4,AIESEC in Mumbai,GTa,outgoing,oGTa,34,0,0,0,1,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Mumbai,GV,outgoing,oGV,19,7,5,0,0,0,0,3,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Navi Mumbai,GTa,incoming,iGTa,9,0,0,0,0,0,0,1,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Navi Mumbai,GTe,incoming,iGTe,0,0,0,0,0,0,0,1,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Navi Mumbai,GTa,outgoing,oGTa,3,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Navi Mumbai,GV,outgoing,oGV,2,2,1,0,0,0,0,2,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Noida,GTa,outgoing,oGTa,24,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Noida,GV,outgoing,oGV,20,7,7,4,1,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Patiala,GV,incoming,iGV,0,0,0,0,0,0,0,0,1,0
2022-11-01,2022,11,Nov,4,AIESEC in Patiala,GTa,outgoing,oGTa,2,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Patiala,GV,outgoing,oGV,1,1,1,1,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Pune,GTa,incoming,iGTa,4,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Pune,GV,incoming,iGV,0,0,0,0,1,2,1,1,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Pune,GTa,outgoing,oGTa,6,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Pune,GTe,outgoing,oGTe,1,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Pune,GV,outgoing,oGV,11,2,1,0,1,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Surat,GTa,incoming,iGTa,5,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Surat,GV,incoming,iGV,8,1,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Surat,GTa,outgoing,oGTa,7,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Surat,GTe,outgoing,oGTe,1,1,0,0,0,0,0,1,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Surat,GV,outgoing,oGV,30,10,6,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Vallabh Vidyanagar (VVN),GTe,outgoing,oGTe,2,0,0,0,0,0,0,0,0,0
2022-11-01,2022,11,Nov,4,AIESEC in Visakhapatnam,GTa,outgoing,oGTa,1,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Ahmedabad,GTa,incoming,iGTa,10,1,1,1,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Ahmedabad,GV,incoming,iGV,10,4,3,0,2,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Ahmedabad,GTa,outgoing,oGTa,30,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Ahmedabad,GV,outgoing,oGV,10,1,0,0,5,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Bengaluru,GTa,incoming,iGTa,3,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Bengaluru,GTe,incoming,iGTe,26,3,1,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Bengaluru,GV,incoming,iGV,6,4,1,1,1,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Bengaluru,GTa,outgoing,oGTa,72,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Bengaluru,GV,outgoing,oGV,23,10,10,1,2,2,2,4,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Chandigarh,GTa,incoming,iGTa,9,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Chandigarh,GTe,incoming,iGTe,113,6,4,3,1,1,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Chandigarh,GV,incoming,iGV,7,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Chandigarh,GTa,outgoing,oGTa,2,0,0,0,0,1,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Chandigarh,GV,outgoing,oGV,7,2,2,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Chennai,GTa,incoming,iGTa,25,0,0,0,0,0,0,1,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Chennai,GTe,incoming,iGTe,7,1,0,0,0,1,1,1,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Chennai,GV,incoming,iGV,18,3,2,2,0,2,2,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Chennai,GTa,outgoing,oGTa,13,0,0,0,0,1,1,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Chennai,GV,outgoing,oGV,3,1,1,0,0,0,0,1,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Closed [Bhubaneswar],GTa,incoming,iGTa,5,1,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Closed [Dehradun],GV,incoming,iGV,26,22,10,1,3,0,0,3,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Closed [Dehradun],GTa,outgoing,oGTa,4,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Closed [Dehradun],GV,outgoing,oGV,1,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Closed [Jodhpur],GTe,incoming,iGTe,4,0,0,0,1,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Closed [Jodhpur],GV,incoming,iGV,22,10,6,3,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Closed [Jodhpur],GTa,outgoing,oGTa,1,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Closed [Jodhpur],GV,outgoing,oGV,0,0,0,0,1,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Closed [South Mumbai],GTa,outgoing,oGTa,10,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Closed [South Mumbai],GV,outgoing,oGV,2,1,1,1,3,1,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Closed [VIT],GTa,incoming,iGTa,39,5,8,5,0,3,3,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Closed [VIT],GTa,outgoing,oGTa,0,0,0,0,0,0,0,1,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Closed [VIT],GV,outgoing,oGV,8,5,5,0,0,0,0,5,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Delhi IIT,GTa,incoming,iGTa,51,10,8,1,1,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Delhi IIT,GV,incoming,iGV,10,1,0,0,1,0,0,3,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Delhi IIT,GTa,outgoing,oGTa,28,0,0,0,0,1,1,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Delhi IIT,GV,outgoing,oGV,17,4,3,2,0,0,0,3,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Delhi University,GTa,incoming,iGTa,13,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Delhi University,GV,incoming,iGV,0,0,0,0,0,0,0,3,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Delhi University,GTa,outgoing,oGTa,40,1,1,1,1,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Delhi University,GTe,outgoing,oGTe,2,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Delhi University,GV,outgoing,oGV,19,5,4,0,1,0,0,5,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Hyderabad,GTa,incoming,iGTa,4,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Hyderabad,GTe,incoming,iGTe,8,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Hyderabad,GTa,outgoing,oGTa,32,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Hyderabad,GV,outgoing,oGV,16,6,5,0,0,0,0,6,0,0
2022-12-01,2022,12,Dec,4,AIESEC in India National Office,GTa,outgoing,oGTa,0,0,0,0,2,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Indore,GTe,incoming,iGTe,5,1,1,1,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Indore,GTa,outgoing,oGTa,3,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Jaipur,GV,incoming,iGV,89,57,45,18,0,0,0,1,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Jaipur,GTa,outgoing,oGTa,9,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Jalandhar,GTa,outgoing,oGTa,24,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Kolkata,GTa,outgoing,oGTa,1,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Kolkata,GV,outgoing,oGV,1,1,1,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Ludhiana,GTa,outgoing,oGTa,4,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Ludhiana,GV,outgoing,oGV,4,2,1,0,0,0,0,3,0,0
2022-12-01,2022,12,Dec,4,AIESEC in M.A.H.E.,GV,incoming,iGV,6,1,1,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in M.A.H.E.,GTa,outgoing,oGTa,11,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Mumbai,GTa,incoming,iGTa,18,3,3,2,0,0,0,2,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Mumbai,GTe,incoming,iGTe,8,0,0,0,0,0,0,1,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Mumbai,GV,incoming,iGV,37,19,14,2,1,2,0,5,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Mumbai,GTa,outgoing,oGTa,19,1,1,1,0,0,0,1,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Mumbai,GTe,outgoing,oGTe,0,0,0,0,0,1,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Mumbai,GV,outgoing,oGV,3,2,1,0,1,0,0,2,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Navi Mumbai,GTa,incoming,iGTa,5,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Navi Mumbai,GV,incoming,iGV,1,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Navi Mumbai,GTa,outgoing,oGTa,21,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Navi Mumbai,GV,outgoing,oGV,3,2,2,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Noida,GTa,outgoing,oGTa,4,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Noida,GV,outgoing,oGV,9,1,1,0,0,1,1,1,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Patiala,GV,incoming,iGV,1,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Patiala,GTa,outgoing,oGTa,3,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Patiala,GV,outgoing,oGV,0,0,0,0,1,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Pune,GTa,incoming,iGTa,1,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Pune,GV,incoming,iGV,7,5,3,3,0,1,1,1,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Pune,GTa,outgoing,oGTa,7,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Pune,GV,outgoing,oGV,8,1,0,0,0,1,0,2,1,0
2022-12-01,2022,12,Dec,4,AIESEC in Surat,GV,incoming,iGV,5,0,0,0,0,0,0,1,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Surat,GTa,outgoing,oGTa,2,0,0,0,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Surat,GTe,outgoing,oGTe,0,0,1,1,0,0,0,0,0,0
2022-12-01,2022,12,Dec,4,AIESEC in Surat,GV,outgoing,oGV,5,1,1,0,0,0,0,3,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Ahmedabad,GTa,incoming,iGTa,3,1,1,0,1,2,0,1,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Ahmedabad,GV,incoming,iGV,3,1,1,0,3,2,2,2,1,0
2023-01-01,2023,1,Jan,1,AIESEC in Ahmedabad,GTa,outgoing,oGTa,8,0,0,0,1,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Ahmedabad,GV,outgoing,oGV,3,3,3,2,9,5,4,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Bengaluru,GTa,incoming,iGTa,3,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Bengaluru,GTe,incoming,iGTe,11,1,3,1,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Bengaluru,GV,incoming,iGV,10,3,3,2,4,1,1,2,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Bengaluru,GTa,outgoing,oGTa,66,1,0,0,1,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Bengaluru,GTe,outgoing,oGTe,4,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Bengaluru,GV,outgoing,oGV,10,2,1,0,1,2,2,0,1,0
2023-01-01,2023,1,Jan,1,AIESEC in Chandigarh,GTa,incoming,iGTa,12,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Chandigarh,GTe,incoming,iGTe,93,7,3,0,1,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Chandigarh,GV,incoming,iGV,2,1,0,0,0,0,0,1,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Chandigarh,GTa,outgoing,oGTa,7,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Chandigarh,GV,outgoing,oGV,0,0,0,0,0,0,0,1,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Chennai,GTa,incoming,iGTa,16,3,3,3,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Chennai,GTe,incoming,iGTe,7,2,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Chennai,GV,incoming,iGV,8,4,4,2,1,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Chennai,GTa,outgoing,oGTa,12,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Chennai,GTe,outgoing,oGTe,1,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Chennai,GV,outgoing,oGV,14,3,0,0,1,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Closed [Dehradun],GV,incoming,iGV,15,5,3,1,2,3,1,3,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Closed [Dehradun],GTa,outgoing,oGTa,3,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Closed [IIT Kharagpur],GV,outgoing,oGV,6,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Closed [Jodhpur],GTe,incoming,iGTe,5,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Closed [Jodhpur],GV,incoming,iGV,11,0,0,0,4,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Closed [Jodhpur],GV,outgoing,oGV,0,0,0,0,0,1,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Closed [Nagpur],GTa,outgoing,oGTa,3,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Closed [Nagpur],GV,outgoing,oGV,3,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Closed [South Mumbai],GTa,outgoing,oGTa,7,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Closed [South Mumbai],GV,outgoing,oGV,4,1,1,1,0,3,2,1,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Closed [VIT],GTa,incoming,iGTa,0,0,0,0,4,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Closed [VIT],GV,outgoing,oGV,1,1,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Delhi IIT,GTa,incoming,iGTa,9,0,0,0,0,2,0,1,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Delhi IIT,GV,incoming,iGV,3,0,0,0,0,1,1,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Delhi IIT,GTa,outgoing,oGTa,47,0,0,0,1,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Delhi IIT,GV,outgoing,oGV,4,1,1,0,2,0,0,1,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Delhi University,GTa,incoming,iGTa,4,1,1,1,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Delhi University,GV,incoming,iGV,3,2,2,2,0,0,0,1,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Delhi University,GTa,outgoing,oGTa,57,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Delhi University,GTe,outgoing,oGTe,2,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Delhi University,GV,outgoing,oGV,9,2,1,1,1,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Hyderabad,GTe,incoming,iGTe,2,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Hyderabad,GV,incoming,iGV,1,1,1,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Hyderabad,GTa,outgoing,oGTa,29,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Hyderabad,GV,outgoing,oGV,2,2,1,0,0,0,0,1,0,0
2023-01-01,2023,1,Jan,1,AIESEC in India National Office,GTa,outgoing,oGTa,2,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Indore,GTe,incoming,iGTe,7,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Indore,GTa,outgoing,oGTa,1,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Indore,GV,outgoing,oGV,14,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Jaipur,GV,incoming,iGV,42,6,7,5,7,0,0,1,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Jaipur,GTa,outgoing,oGTa,1,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Jaipur,GTe,outgoing,oGTe,1,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Jaipur,GV,outgoing,oGV,1,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Jalandhar,GTa,outgoing,oGTa,17,1,1,1,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Jalandhar,GV,outgoing,oGV,5,1,1,1,1,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Kolkata,GTa,outgoing,oGTa,2,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Ludhiana,GTa,outgoing,oGTa,9,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Ludhiana,GV,outgoing,oGV,2,0,0,0,1,0,0,1,0,0
2023-01-01,2023,1,Jan,1,AIESEC in M.A.H.E.,GV,incoming,iGV,5,0,0,0,0,0,0,0,1,0
2023-01-01,2023,1,Jan,1,AIESEC in M.A.H.E.,GTa,outgoing,oGTa,4,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in M.A.H.E.,GTe,outgoing,oGTe,10,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Mumbai,GTa,incoming,iGTa,9,1,1,0,1,0,0,1,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Mumbai,GTe,incoming,iGTe,6,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Mumbai,GV,incoming,iGV,36,5,1,1,1,1,0,3,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Mumbai,GTa,outgoing,oGTa,30,3,1,1,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Mumbai,GV,outgoing,oGV,9,2,1,0,0,1,1,1,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Navi Mumbai,GTa,incoming,iGTa,6,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Navi Mumbai,GTe,incoming,iGTe,1,0,0,0,0,1,1,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Navi Mumbai,GV,incoming,iGV,1,1,1,1,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Navi Mumbai,GTa,outgoing,oGTa,21,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Navi Mumbai,GV,outgoing,oGV,4,1,1,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Noida,GTa,outgoing,oGTa,17,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Noida,GTe,outgoing,oGTe,1,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Noida,GV,outgoing,oGV,3,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Patiala,GV,incoming,iGV,2,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Patiala,GTa,outgoing,oGTa,4,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Patiala,GV,outgoing,oGV,0,0,0,0,0,1,1,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Pune,GV,incoming,iGV,8,3,3,1,0,0,0,1,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Pune,GTa,outgoing,oGTa,13,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Pune,GV,outgoing,oGV,2,2,2,0,1,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Surat,GV,incoming,iGV,6,1,1,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Surat,GTa,outgoing,oGTa,14,0,0,0,0,0,0,0,0,0
2023-01-01,2023,1,Jan,1,AIESEC in Surat,GV,outgoing,oGV,6,1,1,0,0,0,0,0,0,0
2023-02-01,2023,2,Feb,1,AIESEC in Ahmedabad,GTa,incoming,iGTa,2,1,1,2,0,0,0,0,0,0
2023-02-01,2023,2,Feb,1,AIESEC in Ahmedabad,GV,incoming,iGV,1,2,2,0,0,0,0,0,0,0
2023-02-01,2023,2,Feb,1,AIESEC in Ahmedabad,GTa,outgoing,oGTa,16,1,1,1,0,0,0,0,0,0
2023-02-01,2023,2,Feb,1,AIESEC in Ahmedabad,GV,outgoing,oGV,10,8,8,2,0,2,2,0,0,0
2023-02-01,2023,2,Feb,1,AIESEC in Bengaluru,GTa,incoming,iGTa,5,0,0,0,0,0,0,0,0,0
2023-02-01,2023,2,Feb,1,AIESEC in Bengaluru,GTe,incoming,iGTe,6,0,0,0,0,0,0,0,0,0
2023-02-01,2023,2,Feb,1,AIESEC in Bengaluru,GV,incoming,iGV,7,3,0,0,1,2,0,0,0,0
2023-02-01,2023,2,Feb,1,AIESEC in Bengaluru,GTa,outgoing,oGTa,21,0,0,0,0,0,0,0,0,0
2023-02-01,2023,2,Feb,1,AIESEC in Bengaluru,GTe,outgoing,oGTe,1,0,0,0,0,0,0,0,0,0
